1865;The Great Airships;USA;1;0;1;0
1878;Denison, Texas Daylight UFO;USA;0;0;0;0
1897;The Aurora, Texas Crash;USA;1;0;1;0
1930;Alien Picture from Alaska;Alaska;0;1;1;0
1937;Discovery of the Dropa Discs;China;0;0;0;0
1939;Alien Bodies Confirmed (Cordell Hull);USA;0;0;1;0
1941;Missouri Crash & Retrieval;USA;1;1;1;0
1942;The Battle of Los Angeles;USA;1;1;0;0
1944;World War II Foo-Fighters;Europe;0;1;0;0
1945;Lt. Gorman Chases a UFO;USA;0;0;0;0
1947;The Kenneth Arnold Sighting;USA;0;0;0;0
1947;Malta, Alien Entities Seen on Watercraft;Malta;0;0;1;0
1947;Pilot Sees Six UFOs, Morristown, NJ;USA;1;1;0;0
1947;The Roswell, New Mexico Crash;USA;1;1;1;0
1948;The Death of Thomas Mantell;USA;0;0;0;0
1948;The Aztec, New Mexico Crash;USA;1;0;0;0
1948;The Chiles-Whitted Sighting;USA;1;0;0;0
1949;Norwood, Ohio Searchlight Incident;USA;0;1;0;0
1950;Dr. Botta Enters Flying Saucer;S Amer;1;0;1;0
1950;The Trent UFO Photographs;USA;0;1;0;0
1950;The Great Falls, Montana Film;USA;0;1;0;0
1951;Gander, Newfoundland UFO Case;Canada;1;0;0;0
1951;The White Sands, NM Radar Case;USA;1;0;0;0
1951;The Lubbock, Texas Lights;USA;0;1;0;0
1951;The Fort Monmouth UFO Incident;USA;1;0;0;0
1952;San Jose, CA Scientist Reports Disc;USA;1;0;0;0
1952;Nash-Fortenberry UFO Sighting;USA;1;0;0;0
1952;The Tremonton, Utah Color Film;USA;0;1;0;0
1952;Customs Inspector films large UFO;Peru;1;1;0;0
1952;Washington, D. C. Sightings;USA;0;1;0;0
1952;Coast Guard UFO Photograph;USA;0;1;0;0
1952;Australian Seafury Incident;Australia;1;0;0;0
1952;The Florida Scoutmaster Encounter;USA;1;0;0;0
1952;Navy aviators encounter UFO;Gnland;0;0;0;0
1952;The Operation Mainbrace Sightings;Den/Nor;0;0;0;0
1952;The Flatwoods, Virginia Entity;USA;1;0;0;0
1952;Gulf of Mexico UFO Encounter;G/Mexico;0;0;0;0
1953;The Arizona UFO Crash;USA;1;0;1;0
1953;The Ellworth Air Force Base Incident;USA;0;0;0;0
1953;The Tom Drury UFO Footage;N Guinea;0;1;0;0
1953;Pilot Lost in UFO chase (Felix Moncla);USA;0;0;0;0
1954;UFO Landing in France;France;1;1;1;0
1955;UFO encounter at Bexleyheath;U K;0;0;0;0
1955;Kelly-Hopkinsville Alien Encounter;USA;1;0;1;0
1955;U S Senators see flying discs in Russia;Russia;0;0;0;0
1956;Bentwaters AFB UFO Encounter;U K;1;0;0;0
1956;Minot Air Force Base Radar/Visual Case;USA;1;0;0;0
1957;The RB-47 UFO Incident;USA;1;0;0;0
1957;Ubatuba UFO Fragments;Brazil;1;0;0;0
1957;UFOs / nuclear test;Tasmania;0;0;0;0
1957;The Ring-Cloud UFO photos;USA;0;0;0;0
1957;Villas-Boas Encounter;Brazil;1;0;1;1
1957;The Levelland, Texas Landings;USA;0;0;0;0
1957;Madison, Ohio, Kuhn/Dog Case;USA;1;0;0;0
1958;The Trinidade Island Photographs;Brazil;0;1;0;0
1958;Monon Railroad UFO Incident;USA;1;0;0;0
1959;Disappearance of Private Gerry Irwin;USA;1;0;0;0
1959;The Papua, New Guinea Sightings;N Guinea;1;0;1;0
1959;Mushroom UFO / Portland, Oregon;USA;0;0;0;0
1960;Red Bluff UFO Incident;USA;1;0;0;0
1961;Betty and Barney Hill Abduction;USA;1;0;1;1
1962;UFO Crashes in Las Vegas;USA;1;0;0;0
1963;The Willow Grove Encounter;Australia;1;0;0;0
1963;Wayne City UFO/Car Chase;USA;0;0;0;0
1964;Socorro, New Mexico (Zamora);USA;1;0;1;0
1964;UFO Landing, New York (Wilcox);USA;1;0;1;0
1964;Vehicle UFO, Lavonia, Georgia;USA;1;0;0;0
1964;UFO Filmed at Vandenburg AFB;USA;1;1;0;0
1964;Alien Encounter at Cisco County;USA;1;0;1;0
1965;Florida Everglades Encounter (Flynn);USA;1;0;0;0
1965;Valensole, France Landing (Masse);France;1;0;1;0
1965;The Australian Beach Landing;Australia;1;0;0;0
1965;Sherman, Texas UFO Photograph;USA;1;1;0;0
1965;UFO Lands Pretoria, South Africa;S Africa;1;0;0;0
1965;Exeter, New Hampshire Sightings;USA;1;0;0;0
1965;UFO Illuminates Police Car;USA;1;0;0;0
1965;The Kecksburg, Pennsylvania Crash;USA;1;0;0;0
1966;The USS Tiru Encounter;USA;0;0;0;0
1966;The Tulley Saucer Nest;Australia;1;0;0;0
1966;Michigan Sheriff Confirms UFO;USA;0;0;0;0
1966;Portage County UFO Chase;USA;1;0;0;0
1966;The Mothman Legend;USA;1;0;0;0
1967;The Betty Andreasson Abduction;USA;1;0;1;1
1967;Falcon Lake (Michalak) Encounter;Canada;1;0;0;0
1967;UFO Encounter at Ontario Lake;Canada;0;0;0;0
1967;The Shag Harbor Crash;N Scotia;1;0;0;0
1967;Patrolman Herbert Schirmer abducted;USA;1;0;1;1
1968;Hanbury, U K Entities in UFO Dome;U K;1;0;1;0
1969;The Russian Crash, Sverdlovsky;Russia;1;1;1;0
1969;The Arrowhead UFO Encounter;GOM;0;0;1;0
1969;The Buff Ledge Camp Abduction;USA;1;0;1;1
1970;Cowichan District Hospital Sighting;Canada;1;0;1;0
1970;RAF Binbrook UFO Encounter;USA;1;0;0;0
1971;UFOs photographed in Austria;Austria;0;1;0;0
1971;Holloman AFB UFO landing film;USA;0;1;1;0
1971;Bizarre UFO Encounter / Uranium Mine;USA;1;0;0;0
1971;Costa Rican UFO Photograph;Costa R.;0;1;0;0
1971;The Delphos, Kansas Glowing Ring;USA;1;0;0;0
1972;McChord UFO Encounter;USA;1;0;0;0
1973;McAlester, Oklahoma, Plane / UFO;USA;1;1;0;0
1973;The Judy Doraty Abduction;USA;1;0;1;1
1973;Princeton, Indiana UFO Sighting;USA;0;0;0;0
1973;The Alabama Tin Foil Alien;USA;1;1;1;0
1973;Hicksville, Ohio Erratic Lights;USA;1;0;0;0
1973;Dayton, Ohio 15 UFO Sightings;USA;0;0;0;0
1973;UFO Stops Train;USA;0;0;0;0
1973;Coyne Helicopter/UFO Encounter;USA;0;0;0;0
1973;Pascagoula, Mississippi Abduction;USA;1;0;1;1
1973;Lyndia Morel UFO Encounter;USA;1;0;1;0
1974;The Wales UFO Crash;Wales;1;0;0;0
1974;Disk crash in Chihuahua, Mexico;Mexico;1;0;0;0
1974;Domed Saucers create Crop Circles;Canada;1;0;0;0
1975;The Billy Meier Videos;Switz;1;1;1;0
1975;Sergeant Charles L. Moody Abduction;USA;1;0;1;1
1975;The Loring AFB Encounter;USA;1;0;0;0
1975;UFOs Over SAC Bases (Malmstrom);USA;1;0;0;0
1975;The Travis Walton Abduction;USA;1;0;1;1
1976;The Stanford, Kentucky Abductions;USA;1;0;1;1
1976;The Canary Island Alien Sphere;Spain;1;1;1;0
1976;Tehran, Iran UFO Incident;Iran;1;0;0;0
1976;The Allagash Waterway Abductions;USA;1;0;1;1
1977;Alien encounter, Baltimore;USA;1;0;1;0
1977;UFOs Invade Colares Island;Brazil;1;1;0;0
1977;UFO Incident at Alsworth AFB;USA;1;0;1;0
1978;Veteran Pilot Sees Domed UFO;USA;0;0;0;0
1978;Alien Shot Dead Ft. Dix / McGuire AFB;USA;1;0;1;0
1978;Australian Pilot (Valentich) Disappears;Australia;1;0;0;0
1978;New Zealand Encounter;N Zealand;1;1;0;0
1979;Alien body recovered;P. Rico;0;1;1;0
1979;Russian Cosmonaut Sees UFO;Space;0;1;0;0
1980;Aircraft Disappears: UFO Seen;P. Rico;0;0;0;0
1980;The Kirtland AFB Encounter;USA;0;0;0;0
1980;Rancher sees bizarre UFO;Australia;1;0;0;0
1980;Bentwaters-Woodbridge (Rendlesham);U K;1;1;1;0
1980;Piney Woods (Cash-Landrum) Encounter;USA;1;0;0;0
1981;Trans-en-Province UFO Landing;France;0;0;0;0
1981;The Carlos Diaz Story;Mexico;1;1;1;0
1981;The Hudson Valley Sightings;USA;0;0;0;0
1986;Japanese Airline Encounters UFO;Alaska;1;0;0;0
1987;Connecticut, Policeman Photos UFO;USA;1;1;0;0
1987;Hudson Valley Abduction;USA;1;0;1;1
1987;The Christa Tilton Story;USA;1;0;1;1
1987;North Canol Road Abduction;Canada;1;0;1;1
1987;The Gulf Breeze Sightings (Walters);USA;1;1;0;0
1987;The Ilkley Moor Alien;U K;1;1;1;1
1988;The Eyre Highway Incident, Australia;Australia;1;0;0;0
1988;John Salter and Son Abduction;USA;1;0;1;1
1988;Coast Guard UFO Encounter;USA;1;0;0;0
1988;DNA Sample / Khoury Abduction;Australia;1;0;1;1
1988;The Phobos II Incident;Space;1;1;0;0
1989;The Belgian UFO Wave;Belgium;0;1;0;0
1989;The Voronezh, Russia Aliens;Russia;1;0;1;0
1989;Linda Cortile-Napolitano Abduction;USA;1;0;1;1
1989;Carp Canada, (Guardian) Landing;Canada;1;1;0;0
1991;Shaitan Mazar, Russian Crash Retrieval;Russia;1;0;0;0
1992;Florida Patrolman Encounters UFO;USA;1;0;0;0
1993;Southaven UFO Crash;USA;1;0;0;0
1993;The Kelly Cahill Abduction;Australia;1;0;1;1
1994;UFO Sightings in Holland, Michigan;USA;1;0;0;0
1994;UFO Photographed in Mongo, Indiana;USA;1;1;0;0
1995;American West 564 UFO Encounter;USA;0;0;0;0
1995;UFO Crash in Israel;Israel;1;1;0;0
1996;The Varginha, Brazil Entity;Brazil;1;1;1;0
1996;Alien Body Recovered;Russia;0;1;1;0
1996;UFO Photograph Case, Alabama;USA;0;1;0;0
1996;UFO Photo Hungary;Hungary;0;1;0;0
1997;UFOs merging on film;USA;0;1;0;0
1997;St. Petersburg, Russia UFO;Russia;0;1;0;0
1997;The Phoenix, Arizona Lights;France;1;1;0;0
1997;UFO Encounter, Boyne Island;U K;0;0;0;0
1997;Swissair jet / near miss UFO;USA;0;1;0;0
1997;South Africa UFO Encounter;S Africa;0;0;0;0
1997;Abduction in Wales;Wales;1;0;1;1
1999;Aliens photographed in London;U K;0;1;1;0
1999;Jet Crew Encounters UFO;Den.;0;0;0;0
1999;British Charter Encounters UFO;U K;0;0;0;0
1999;UFO Crash in Swedish Lake;Sweden;0;0;0;0
1999;Abduction in Illinois;USA;1;0;1;1
2000;The Illinois Sightings;USA;0;0;0;0
2000;UFO Photographed / Stinson Lake;USA;1;1;0;0
2000;UFO shoots beam at photographer;USA;1;0;0;0
2000;UFO landing in West Malaysia;Malaysia;1;0;0;0
2000;The Twin Towers UFO Video(hoax);USA;1;1;0;0
2000;UFO Visits Idaho Mountain;USA;0;0;0;0
2001;Waynesville, Ohio Police UFO Report;USA;0;0;0;0
2002;Roswell (General Ramey Memo);USA;0;1;0;0
2002;Gulfport, Mississippi UFO Incident;USA;1;0;1;0
2002;Trenton / Brookville UFO Sightings;USA;1;0;0;0
2002;Tyrone, PA Sighting & Photograph;USA;0;1;0;0
2002;The Albany Airport UFO Video;USA;0;1;0;0
2002;Rendlesham Documents released;U K;0;0;0;0
2002;The Leyland, Lancashire Videos;U K;0;1;0;0
2002;Afyon, Turkey Sighting with Video;Turkey;0;1;0;0
2002;Possible UFO Landing, Chile;Chile;1;1;0;0
2003;UFO Photographed / Wisconsin;USA;0;1;0;0
2003;UFO Video / Tennessee, Shaffer;USA;0;1;0;0
2003;UFO Incident, Screaming Sounds;USA;1;0;0;0
2003;Ashland, Nebraska UFO Video;USA;0;1;0;0
2004;Amelia, Ohio Bizarre UFO Incident;USA;1;0;0;0
2004;Mexican Military Releases UFO Footage;Mexico;1;1;0;0
2004;Centerville, Ohio UFO Report;USA;1;0;0;0
2004;Close Encounter in Tennessee;USA;1;0;0;0
2004;Northern Ohio Sightings;USA;1;0;0;0
